module,method,path,purpose,auth,guards,pathParams,queryParams,requestSchema,requestFields,statusCodes,responseFormats,sourceFile
companies,PUT,/api/companies/{companyId}/config,Update existing data,session_cookie,requireAccountingAccess|requireAdminAccess,companyId,,companyConfigSchema (src/lib/validators/company.ts),adjustmentLastResetYear|adjustmentNextNumber|adjustmentPadding|adjustmentPrefix|adjustmentResetYearly|adjustmentSuffix|billApprovalThreshold|billLastResetYear|billNextNumber|billPadding|billPrefix|billResetYearly|billSuffix|billTemplate|creditLastResetYear|creditNextNumber|creditPadding|creditPrefix|creditResetYearly|creditSuffix|dateFormat|expenseLastResetYear|expenseNextNumber|expensePadding|expensePrefix|expenseResetYearly|expenseSuffix|invoiceLastResetYear|invoiceNextNumber|invoicePadding|invoicePrefix|invoiceResetYearly|invoiceSuffix|invoiceTemplate|onboardingCompleted|payrollApprovalThreshold|periodLockDate|receiptLastResetYear|receiptNextNumber|receiptPadding|receiptPrefix|receiptResetYearly|receiptSuffix|roundingMode|roundingPrecision|signatureEnabled|signatureImageUrl|signatureName|signatureTitle|taxInclusive|timeFormat|transferLastResetYear|transferNextNumber|transferPadding|transferPrefix|transferResetYearly|transferSuffix|vatEnabled|vatFilingFrequency|vatRate|vendorCreditLastResetYear|vendorCreditNextNumber|vendorCreditPadding|vendorCreditPrefix|vendorCreditResetYearly|vendorCreditSuffix|vendorPaymentLastResetYear|vendorPaymentNextNumber|vendorPaymentPadding|vendorPaymentPrefix|vendorPaymentResetYearly|vendorPaymentSuffix,400|401|403,json,src/app/api/companies/[companyId]/config/route.ts
companies,POST,/api/companies/active,Create or execute action,session_cookie,requireCompanyMembership,,,,,400|401|403,json,src/app/api/companies/active/route.ts
company-defaults,GET,/api/company-defaults,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,companyDefaultsSchema (src/lib/validators/company.ts),companyId|defaultPurchasePaymentTermId|defaultPurchaseTaxCategoryId|defaultSalesPaymentTermId|defaultSalesTaxCategoryId|discountAccountId|payableAccountId|purchasesAccountId|receivableAccountId|salesAccountId|vatInputAccountId|vatOutputAccountId,400|401|403,json,src/app/api/company-defaults/route.ts
company-defaults,PUT,/api/company-defaults,Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,companyDefaultsSchema (src/lib/validators/company.ts),companyId|defaultPurchasePaymentTermId|defaultPurchaseTaxCategoryId|defaultSalesPaymentTermId|defaultSalesTaxCategoryId|discountAccountId|payableAccountId|purchasesAccountId|receivableAccountId|salesAccountId|vatInputAccountId|vatOutputAccountId,400|401|403,json,src/app/api/company-defaults/route.ts
contacts,DELETE,/api/contacts/{contactId},Delete or revoke data,session_cookie,requireCompanyRole,contactId,,contactUpdateSchema (src/lib/validators/parties.ts),,400|401|403|404,json,src/app/api/contacts/[contactId]/route.ts
contacts,PATCH,/api/contacts/{contactId},Update existing data,session_cookie,requireCompanyRole,contactId,,contactUpdateSchema (src/lib/validators/parties.ts),,400|401|403|404,json,src/app/api/contacts/[contactId]/route.ts
credit-notes,GET,/api/credit-notes,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|customerId|invoiceId|q|status,creditNoteSchema (src/lib/validators/sales.ts),companyId|currency|invoiceId|issueDate|lines|notes|reason|status,400|401|403,json,src/app/api/credit-notes/route.ts
credit-notes,POST,/api/credit-notes,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|customerId|invoiceId|q|status,creditNoteSchema (src/lib/validators/sales.ts),companyId|currency|invoiceId|issueDate|lines|notes|reason|status,400|401|403,json,src/app/api/credit-notes/route.ts
credit-notes,GET,/api/credit-notes/{creditNoteId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,creditNoteId,,creditNoteUpdateSchema (src/lib/validators/sales.ts),issueDate|lines|notes|reason|status,400|401|403|404,json,src/app/api/credit-notes/[creditNoteId]/route.ts
credit-notes,PATCH,/api/credit-notes/{creditNoteId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,creditNoteId,,creditNoteUpdateSchema (src/lib/validators/sales.ts),issueDate|lines|notes|reason|status,400|401|403|404,json,src/app/api/credit-notes/[creditNoteId]/route.ts
credit-notes,POST,/api/credit-notes/{creditNoteId}/cancel,Cancel entity workflow state,session_cookie,requireCompanyRole,creditNoteId,,,,400|401|403|404,json,src/app/api/credit-notes/[creditNoteId]/cancel/route.ts
credit-notes,POST,/api/credit-notes/{creditNoteId}/issue,Issue or finalize document,session_cookie,requireCompanyRole,creditNoteId,,,,400|401|403|404,json,src/app/api/credit-notes/[creditNoteId]/issue/route.ts
credit-notes,POST,/api/credit-notes/{creditNoteId}/refund,Create or execute action,session_cookie,requireCompanyRole,creditNoteId,,schema,accountId|amount|companyId|reference|refundDate,400|401|403|404,json,src/app/api/credit-notes/[creditNoteId]/refund/route.ts
credit-notes,GET,/api/credit-notes/{creditNoteId}/refunds,Read data,session_cookie,requireCompanyRole,creditNoteId,,,,401|403|404,json,src/app/api/credit-notes/[creditNoteId]/refunds/route.ts
credit-notes,POST,/api/credit-notes/{creditNoteId}/send,Dispatch communication or document,session_cookie,requireCompanyRole,creditNoteId,,,,400|401|403|404,json,src/app/api/credit-notes/[creditNoteId]/send/route.ts
customers,GET,/api/customers,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,balance|companyId|q|status|vatRegistered,bulkStatusSchema (src/lib/validators/parties.ts)|customerSchema (src/lib/validators/parties.ts),companyId|ids|status,400|401|403|409,json,src/app/api/customers/route.ts
customers,PATCH,/api/customers,Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,,balance|companyId|q|status|vatRegistered,bulkStatusSchema (src/lib/validators/parties.ts)|customerSchema (src/lib/validators/parties.ts),companyId|ids|status,400|401|403|409,json,src/app/api/customers/route.ts
customers,POST,/api/customers,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,balance|companyId|q|status|vatRegistered,bulkStatusSchema (src/lib/validators/parties.ts)|customerSchema (src/lib/validators/parties.ts),companyId|ids|status,400|401|403|409,json,src/app/api/customers/route.ts
customers,GET,/api/customers/{customerId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,customerId,,customerUpdateSchema (src/lib/validators/parties.ts),,400|401|403|404|409,json,src/app/api/customers/[customerId]/route.ts
customers,PUT,/api/customers/{customerId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,customerId,,customerUpdateSchema (src/lib/validators/parties.ts),,400|401|403|404|409,json,src/app/api/customers/[customerId]/route.ts
customers,GET,/api/customers/{customerId}/activity,Read data,session_cookie,requireAccountingAccess,customerId,,,,401|403|404,json,src/app/api/customers/[customerId]/activity/route.ts
customers,GET,/api/customers/{customerId}/contacts,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,customerId,,contactSchema (src/lib/validators/parties.ts),companyId|email|isPrimary|name|partyId|partyType|phone|role,400|401|403|404,json,src/app/api/customers/[customerId]/contacts/route.ts
customers,POST,/api/customers/{customerId}/contacts,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,customerId,,contactSchema (src/lib/validators/parties.ts),companyId|email|isPrimary|name|partyId|partyType|phone|role,400|401|403|404,json,src/app/api/customers/[customerId]/contacts/route.ts
customers,DELETE,/api/customers/{customerId}/contacts/{contactId},Delete or revoke data,session_cookie,requireCompanyRole,contactId|customerId,,contactSchema (src/lib/validators/parties.ts),companyId|email|isPrimary|name|partyId|partyType|phone|role,400|401|403|404,json,src/app/api/customers/[customerId]/contacts/[contactId]/route.ts
customers,PUT,/api/customers/{customerId}/contacts/{contactId},Update existing data,session_cookie,requireCompanyRole,contactId|customerId,,contactSchema (src/lib/validators/parties.ts),companyId|email|isPrimary|name|partyId|partyType|phone|role,400|401|403|404,json,src/app/api/customers/[customerId]/contacts/[contactId]/route.ts
customers,GET,/api/customers/{customerId}/statement,Read data,session_cookie,requireAccountingAccess,customerId,,,,401|403|404,json,src/app/api/customers/[customerId]/statement/route.ts
customers,POST,/api/customers/{customerId}/statement/email,Create or execute action,session_cookie,requireCompanyRole,customerId,,,,400|401|403|404,json,src/app/api/customers/[customerId]/statement/email/route.ts
customers,GET,/api/customers/{customerId}/statement/export,Export data,session_cookie,requireAccountingAccess,customerId,,,,401|403|404,csv|json,src/app/api/customers/[customerId]/statement/export/route.ts
customers,GET,/api/customers/{customerId}/statement/history,Read data,session_cookie,requireCompanyRole,customerId,,,,401|403|404,json,src/app/api/customers/[customerId]/statement/history/route.ts
customers,POST,/api/customers/{customerId}/statement/resend,Create or execute action,session_cookie,requireCompanyRole,customerId,,schema,emailId,400|401|403|404,json,src/app/api/customers/[customerId]/statement/resend/route.ts
customers,GET,/api/customers/export,Export data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,csv|json,src/app/api/customers/export/route.ts
customers,GET,/api/customers/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,customerSchema (src/lib/validators/parties.ts)|importPayloadSchema (src/lib/validators/parties.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/customers/import/route.ts
customers,POST,/api/customers/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,customerSchema (src/lib/validators/parties.ts)|importPayloadSchema (src/lib/validators/parties.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/customers/import/route.ts
departments,GET,/api/departments,Read data,session_cookie,requireCompanyRole|requireHrAccess,,companyId,departmentSchema (src/lib/validators/hr.ts),,400|401|403|409,json,src/app/api/departments/route.ts
departments,POST,/api/departments,Create or execute action,session_cookie,requireCompanyRole|requireHrAccess,,companyId,departmentSchema (src/lib/validators/hr.ts),,400|401|403|409,json,src/app/api/departments/route.ts
departments,GET,/api/departments/{departmentId},Read data,session_cookie,requireCompanyRole|requireHrAccess,departmentId,,departmentSchema (src/lib/validators/hr.ts)|departmentUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404|409,json,src/app/api/departments/[departmentId]/route.ts
departments,PATCH,/api/departments/{departmentId},Update existing data,session_cookie,requireCompanyRole|requireHrAccess,departmentId,,departmentSchema (src/lib/validators/hr.ts)|departmentUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404|409,json,src/app/api/departments/[departmentId]/route.ts
departments,GET,/api/departments/export,Export data,session_cookie,requireHrAccess,,companyId,,,400|401|403,csv|json,src/app/api/departments/export/route.ts
developer,GET,/api/developer/keys,Read data,session_cookie,requireAdminAccess,,companyId,schema,companyId|name|scopes,400|401|403,json,src/app/api/developer/keys/route.ts
developer,POST,/api/developer/keys,Create or execute action,session_cookie,requireAdminAccess,,companyId,schema,companyId|name|scopes,400|401|403,json,src/app/api/developer/keys/route.ts
developer,DELETE,/api/developer/keys/{keyId},Delete or revoke data,session_cookie,requireAdminAccess,keyId,companyId,,,400|401|403,json,src/app/api/developer/keys/[keyId]/route.ts
developer,GET,/api/developer/keys/export,Export data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,csv|json,src/app/api/developer/keys/export/route.ts
developer,GET,/api/developer/ping,Read data,api_key_bearer,,,,,,200|401,json,src/app/api/developer/ping/route.ts
developer,GET,/api/developer/usage,Read data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,json,src/app/api/developer/usage/route.ts
developer,GET,/api/developer/usage/export,Export data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,csv|json,src/app/api/developer/usage/export/route.ts
document-branding,GET,/api/document-branding,Read data,session_cookie,requireAdminAccess|requireCompanyRole,,companyId,documentBrandingSchema (src/lib/validators/company.ts),accentColor|companyId|footer|header|logoUrl,400|401|403,json,src/app/api/document-branding/route.ts
document-branding,PUT,/api/document-branding,Update existing data,session_cookie,requireAdminAccess|requireCompanyRole,,companyId,documentBrandingSchema (src/lib/validators/company.ts),accentColor|companyId|footer|header|logoUrl,400|401|403,json,src/app/api/document-branding/route.ts
documents,GET,/api/documents,Read data,session_cookie,requireCompanyRole|requireDocumentAccess,,companyId|docType|entityType|q|tag,documentSchema (src/lib/validators/documents.ts),companyId|content|contentType|docType|entityId|entityType|name|size|storage|tags|url,400|401|403,json|pdf,src/app/api/documents/route.ts
documents,POST,/api/documents,Create or execute action,session_cookie,requireCompanyRole|requireDocumentAccess,,companyId|docType|entityType|q|tag,documentSchema (src/lib/validators/documents.ts),companyId|content|contentType|docType|entityId|entityType|name|size|storage|tags|url,400|401|403,json|pdf,src/app/api/documents/route.ts
documents,DELETE,/api/documents/{documentId},Delete or revoke data,session_cookie,requireCompanyRole|requireDocumentAccess,documentId,,documentUpdateSchema (src/lib/validators/documents.ts),docType|entityId|entityType|name|tags,400|401|403|404,json,src/app/api/documents/[documentId]/route.ts
documents,GET,/api/documents/{documentId},Read data,session_cookie,requireCompanyRole|requireDocumentAccess,documentId,,documentUpdateSchema (src/lib/validators/documents.ts),docType|entityId|entityType|name|tags,400|401|403|404,json,src/app/api/documents/[documentId]/route.ts
documents,PATCH,/api/documents/{documentId},Update existing data,session_cookie,requireCompanyRole|requireDocumentAccess,documentId,,documentUpdateSchema (src/lib/validators/documents.ts),docType|entityId|entityType|name|tags,400|401|403|404,json,src/app/api/documents/[documentId]/route.ts
documents,POST,/api/documents/{documentId}/replace,Create or execute action,session_cookie,requireCompanyRole,documentId,,documentReplaceSchema (src/lib/validators/documents.ts),companyId|content|contentType|size|storage|url,400|401|403|404,json|pdf,src/app/api/documents/[documentId]/replace/route.ts
documents,GET,/api/documents/export,Export data,session_cookie,requireDocumentAccess,,companyId,,,400|401|403,csv|json,src/app/api/documents/export/route.ts
email,POST,/api/email/dispatch,Create or execute action,public_or_system,,,token,,,401,json,src/app/api/email/dispatch/route.ts
email,POST,/api/email/dispatch-now,Create or execute action,session_cookie,requireAdminAccess,,,,,400|401|403,json,src/app/api/email/dispatch-now/route.ts
email,GET,/api/email/status,Read data,session_cookie,,,,,,401,json,src/app/api/email/status/route.ts
email,POST,/api/email/verify,Create or execute action,session_cookie,requireAdminAccess,,,,,400|401|403,json,src/app/api/email/verify/route.ts
employees,GET,/api/employees,Read data,session_cookie,requireCompanyMembership|requireCompanyRole,,companyId|departmentId|managerId|positionId|q|scope|status,employeeSchema (src/lib/validators/hr.ts),,400|401|403|409,json,src/app/api/employees/route.ts
employees,POST,/api/employees,Create or execute action,session_cookie,requireCompanyMembership|requireCompanyRole,,companyId|departmentId|managerId|positionId|q|scope|status,employeeSchema (src/lib/validators/hr.ts),,400|401|403|409,json,src/app/api/employees/route.ts
employees,GET,/api/employees/{employeeId},Read data,session_cookie,requireCompanyRole|requireHrAccess,employeeId,,employeeSchema (src/lib/validators/hr.ts)|employeeUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404|409,json,src/app/api/employees/[employeeId]/route.ts
employees,PUT,/api/employees/{employeeId},Update existing data,session_cookie,requireCompanyRole|requireHrAccess,employeeId,,employeeSchema (src/lib/validators/hr.ts)|employeeUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404|409,json,src/app/api/employees/[employeeId]/route.ts
employees,GET,/api/employees/{employeeId}/contracts,Read data,session_cookie,requireCompanyRole|requireHrAccess,employeeId,,contractSchema (src/lib/validators/hr.ts),,400|401|403|404,json,src/app/api/employees/[employeeId]/contracts/route.ts
employees,POST,/api/employees/{employeeId}/contracts,Create or execute action,session_cookie,requireCompanyRole|requireHrAccess,employeeId,,contractSchema (src/lib/validators/hr.ts),,400|401|403|404,json,src/app/api/employees/[employeeId]/contracts/route.ts
employees,PATCH,/api/employees/{employeeId}/contracts/{contractId},Update existing data,session_cookie,requireCompanyRole,contractId|employeeId,,contractSchema (src/lib/validators/hr.ts)|contractUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404,json,src/app/api/employees/[employeeId]/contracts/[contractId]/route.ts
employees,GET,/api/employees/{employeeId}/documents,Read data,session_cookie,requireCompanyRole|requireHrAccess,employeeId,,documentSchema (src/lib/validators/hr.ts),companyId|content|contentType|expiresAt|issuedAt|name|size|storage|type|url,400|401|403|404,json,src/app/api/employees/[employeeId]/documents/route.ts
employees,POST,/api/employees/{employeeId}/documents,Create or execute action,session_cookie,requireCompanyRole|requireHrAccess,employeeId,,documentSchema (src/lib/validators/hr.ts),companyId|content|contentType|expiresAt|issuedAt|name|size|storage|type|url,400|401|403|404,json,src/app/api/employees/[employeeId]/documents/route.ts
employees,DELETE,/api/employees/{employeeId}/documents/{documentId},Delete or revoke data,session_cookie,requireCompanyRole,documentId|employeeId,,,,401|403|404,json,src/app/api/employees/[employeeId]/documents/[documentId]/route.ts
employees,GET,/api/employees/{employeeId}/transfers,Read data,session_cookie,requireAccountingAccess,employeeId,,,,401|403|404,json,src/app/api/employees/[employeeId]/transfers/route.ts
employees,GET,/api/employees/export,Export data,session_cookie,requireHrAccess,,companyId|departmentId|managerId|positionId|q|status,,,400|401|403,csv|json,src/app/api/employees/export/route.ts
employees,GET,/api/employees/self,Read data,session_cookie,requireCompanyMembership,,companyId,employeeSelfUpdateSchema (src/lib/validators/hr.ts),address|companyId|email|phone,400|401|403|404,json,src/app/api/employees/self/route.ts
employees,PATCH,/api/employees/self,Update existing data,session_cookie,requireCompanyMembership,,companyId,employeeSelfUpdateSchema (src/lib/validators/hr.ts),address|companyId|email|phone,400|401|403|404,json,src/app/api/employees/self/route.ts
expense-categories,GET,/api/expense-categories,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|status,expenseCategorySchema (src/lib/validators/expenses.ts),companyId|expenseAccountId|name|status,400|401|403,json,src/app/api/expense-categories/route.ts
expense-categories,POST,/api/expense-categories,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|status,expenseCategorySchema (src/lib/validators/expenses.ts),companyId|expenseAccountId|name|status,400|401|403,json,src/app/api/expense-categories/route.ts
expense-categories,PATCH,/api/expense-categories/{categoryId},Update existing data,session_cookie,requireCompanyRole,categoryId,,expenseCategoryUpdateSchema (src/lib/validators/expenses.ts),expenseAccountId|name|status,400|401|403|404,json,src/app/api/expense-categories/[categoryId]/route.ts
expenses,GET,/api/expenses,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,categoryId|companyId|from|paymentMethod|q|reimbursable|reimbursementStatus|status|to,expenseSchema (src/lib/validators/expenses.ts),amount|categoryId|companyId|currency|description|expenseDate|notes|paymentAccountId|paymentMethod|reimbursable|reimburseTo|reimbursementStatus|status|taxCategoryId|vendorId,400|401|403,json,src/app/api/expenses/route.ts
expenses,POST,/api/expenses,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,categoryId|companyId|from|paymentMethod|q|reimbursable|reimbursementStatus|status|to,expenseSchema (src/lib/validators/expenses.ts),amount|categoryId|companyId|currency|description|expenseDate|notes|paymentAccountId|paymentMethod|reimbursable|reimburseTo|reimbursementStatus|status|taxCategoryId|vendorId,400|401|403,json,src/app/api/expenses/route.ts
expenses,GET,/api/expenses/{expenseId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,expenseId,,expenseUpdateSchema (src/lib/validators/expenses.ts),amount|categoryId|currency|description|expenseDate|notes|paymentAccountId|paymentMethod|reimbursable|reimburseTo|reimbursementStatus|taxCategoryId|vendorId,400|401|403|404,json,src/app/api/expenses/[expenseId]/route.ts
expenses,PATCH,/api/expenses/{expenseId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,expenseId,,expenseUpdateSchema (src/lib/validators/expenses.ts),amount|categoryId|currency|description|expenseDate|notes|paymentAccountId|paymentMethod|reimbursable|reimburseTo|reimbursementStatus|taxCategoryId|vendorId,400|401|403|404,json,src/app/api/expenses/[expenseId]/route.ts
expenses,POST,/api/expenses/{expenseId}/approve,Approve entity workflow state,session_cookie,requireCompanyRole,expenseId,,,,400|401|403|404,json,src/app/api/expenses/[expenseId]/approve/route.ts
expenses,GET,/api/expenses/{expenseId}/attachments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,expenseId,,expenseAttachmentSchema (src/lib/validators/expenses.ts),companyId|content|contentType|name|size|storage|url,400|401|403|404,json,src/app/api/expenses/[expenseId]/attachments/route.ts
expenses,POST,/api/expenses/{expenseId}/attachments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,expenseId,,expenseAttachmentSchema (src/lib/validators/expenses.ts),companyId|content|contentType|name|size|storage|url,400|401|403|404,json,src/app/api/expenses/[expenseId]/attachments/route.ts
expenses,DELETE,/api/expenses/{expenseId}/attachments/{attachmentId},Delete or revoke data,session_cookie,requireCompanyRole,attachmentId|expenseId,,,,401|403|404,json,src/app/api/expenses/[expenseId]/attachments/[attachmentId]/route.ts
expenses,POST,/api/expenses/{expenseId}/reimburse,Create or execute action,session_cookie,requireCompanyRole,expenseId,,expenseReimbursementSchema (src/lib/validators/expenses.ts),companyId|paymentAccountId|paymentDate|paymentMethod|reference,400|401|403|404,json,src/app/api/expenses/[expenseId]/reimburse/route.ts
health,GET,/api/health,Read data,public_or_system,,,token,,,401,json,src/app/api/health/route.ts
help,GET,/api/help/articles,Read data,session_cookie,,,categoryId|q,,,401,json,src/app/api/help/articles/route.ts
help,GET,/api/help/articles/{articleId},Read data,session_cookie,,articleId,,,,401|404,json,src/app/api/help/articles/[articleId]/route.ts
help,GET,/api/help/categories,Read data,session_cookie,,,,,,401,json,src/app/api/help/categories/route.ts
help,POST,/api/help/feedback,Create or execute action,session_cookie,,,,schema,articleId|companyId|locale|message|page|rating,400|401,json,src/app/api/help/feedback/route.ts
help,GET,/api/help/glossary,Read data,session_cookie,,,q,,,401,json,src/app/api/help/glossary/route.ts
hr,GET,/api/hr/reports/export,Export data,session_cookie,requireCompanyRole,,companyId|departmentId|endDate|format|report|startDate,,,400|401|403,csv|json|pdf,src/app/api/hr/reports/export/route.ts
hr,GET,/api/hr/reports/summary,Generate report data,session_cookie,requireCompanyRole,,companyId|departmentId|endDate|startDate,,,400|401|403,json,src/app/api/hr/reports/summary/route.ts
import-jobs,GET,/api/import-jobs,Import or upload data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,json,src/app/api/import-jobs/route.ts
integrations,GET,/api/integrations,Read data,session_cookie,requireAdminAccess|requireCompanyRole,,companyId,integrationSchema (src/lib/validators/integrations.ts),companyId|config|connector|credentials|environment|name|status,400|401|403,json,src/app/api/integrations/route.ts
integrations,POST,/api/integrations,Create or execute action,session_cookie,requireAdminAccess|requireCompanyRole,,companyId,integrationSchema (src/lib/validators/integrations.ts),companyId|config|connector|credentials|environment|name|status,400|401|403,json,src/app/api/integrations/route.ts
integrations,DELETE,/api/integrations/{integrationId},Delete or revoke data,session_cookie,requireAdminAccess|requireCompanyRole,integrationId,,integrationUpdateSchema (src/lib/validators/integrations.ts),config|credentials|environment|name|status,400|401|403|404,json,src/app/api/integrations/[integrationId]/route.ts
integrations,GET,/api/integrations/{integrationId},Read data,session_cookie,requireAdminAccess|requireCompanyRole,integrationId,,integrationUpdateSchema (src/lib/validators/integrations.ts),config|credentials|environment|name|status,400|401|403|404,json,src/app/api/integrations/[integrationId]/route.ts
integrations,PATCH,/api/integrations/{integrationId},Update existing data,session_cookie,requireAdminAccess|requireCompanyRole,integrationId,,integrationUpdateSchema (src/lib/validators/integrations.ts),config|credentials|environment|name|status,400|401|403|404,json,src/app/api/integrations/[integrationId]/route.ts
integrations,GET,/api/integrations/{integrationId}/jobs,Read data,session_cookie,requireAdminAccess,integrationId,,,,401|403|404,json,src/app/api/integrations/[integrationId]/jobs/route.ts
integrations,GET,/api/integrations/{integrationId}/logs,Read data,session_cookie,requireAdminAccess,integrationId,,,,401|403|404,json,src/app/api/integrations/[integrationId]/logs/route.ts
integrations,POST,/api/integrations/{integrationId}/sync,Run integration synchronization,session_cookie,requireCompanyRole,integrationId,,,,401|403|404,json,src/app/api/integrations/[integrationId]/sync/route.ts
integrations,POST,/api/integrations/{integrationId}/test,Run connection or validation test,session_cookie,requireCompanyRole,integrationId,,,,401|403|404,json,src/app/api/integrations/[integrationId]/test/route.ts
integrations,GET,/api/integrations/zatca/preview,Read data,session_cookie,requireAdminAccess,,companyId|invoiceId,,,400|401|403|404,json,src/app/api/integrations/zatca/preview/route.ts
invites,POST,/api/invites,Create or execute action,session_cookie,requireAdminAccess,,,inviteSchema (src/lib/validators/auth.ts),companyId|email|role,400|401|403,json,src/app/api/invites/route.ts
invites,GET,/api/invites/{token},Read data,public_or_system,,token,,,,404|410,json,src/app/api/invites/[token]/route.ts
invites,POST,/api/invites/accept,Create or execute action,public_or_system,,,,acceptInviteSchema (src/lib/validators/auth.ts),name|password|token,400|410,json,src/app/api/invites/accept/route.ts
invoices,GET,/api/invoices,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|customerId|from|maxTotal|minTotal|overdue|q|status|to,invoiceSchema (src/lib/validators/sales.ts),companyId|currency|customerId|dueDate|invoiceDate|lines|notes|paymentTermId|status|terms,400|401|403,json,src/app/api/invoices/route.ts
invoices,POST,/api/invoices,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|customerId|from|maxTotal|minTotal|overdue|q|status|to,invoiceSchema (src/lib/validators/sales.ts),companyId|currency|customerId|dueDate|invoiceDate|lines|notes|paymentTermId|status|terms,400|401|403,json,src/app/api/invoices/route.ts
invoices,GET,/api/invoices/{invoiceId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,invoiceId,,invoiceUpdateSchema (src/lib/validators/sales.ts),currency|customerId|dueDate|invoiceDate|lines|notes|paymentTermId|terms,400|401|403|404,json,src/app/api/invoices/[invoiceId]/route.ts
invoices,PUT,/api/invoices/{invoiceId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,invoiceId,,invoiceUpdateSchema (src/lib/validators/sales.ts),currency|customerId|dueDate|invoiceDate|lines|notes|paymentTermId|terms,400|401|403|404,json,src/app/api/invoices/[invoiceId]/route.ts
invoices,POST,/api/invoices/{invoiceId}/approve,Approve entity workflow state,session_cookie,requireCompanyRole,invoiceId,,,,400|401|403|404,json,src/app/api/invoices/[invoiceId]/approve/route.ts
invoices,GET,/api/invoices/{invoiceId}/attachments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,invoiceId,,invoiceAttachmentSchema (src/lib/validators/sales.ts),companyId|content|contentType|name|size|storage|url,400|401|403|404,json,src/app/api/invoices/[invoiceId]/attachments/route.ts
invoices,POST,/api/invoices/{invoiceId}/attachments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,invoiceId,,invoiceAttachmentSchema (src/lib/validators/sales.ts),companyId|content|contentType|name|size|storage|url,400|401|403|404,json,src/app/api/invoices/[invoiceId]/attachments/route.ts
invoices,DELETE,/api/invoices/{invoiceId}/attachments/{attachmentId},Delete or revoke data,session_cookie,requireCompanyRole,attachmentId|invoiceId,,,,401|403|404,json,src/app/api/invoices/[invoiceId]/attachments/[attachmentId]/route.ts
invoices,POST,/api/invoices/{invoiceId}/cancel,Cancel entity workflow state,session_cookie,requireCompanyRole,invoiceId,,,,400|401|403|404,json,src/app/api/invoices/[invoiceId]/cancel/route.ts
invoices,GET,/api/invoices/{invoiceId}/payments,Read data,session_cookie,requireCompanyRole,invoiceId,,invoicePaymentSchema (src/lib/validators/sales.ts),accountId|amount|companyId|method|paymentDate|reference,400|401|403|404,json,src/app/api/invoices/[invoiceId]/payments/route.ts
invoices,POST,/api/invoices/{invoiceId}/payments,Create or execute action,session_cookie,requireCompanyRole,invoiceId,,invoicePaymentSchema (src/lib/validators/sales.ts),accountId|amount|companyId|method|paymentDate|reference,400|401|403|404,json,src/app/api/invoices/[invoiceId]/payments/route.ts
invoices,POST,/api/invoices/{invoiceId}/send,Dispatch communication or document,session_cookie,requireCompanyRole,invoiceId,,sendSchema,companyId|message|subject|to,400|401|403|404,json,src/app/api/invoices/[invoiceId]/send/route.ts
