module,method,path,purpose,auth,guards,pathParams,queryParams,requestSchema,requestFields,statusCodes,responseFormats,sourceFile
invoices,POST,/api/invoices/reminders/overdue,Create or execute action,session_cookie,requireCompanyRole,,,,,400|401|403,json,src/app/api/invoices/reminders/overdue/route.ts
items,GET,/api/items,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,category|companyId|lowStock|q|status|taxCategoryId|trackInventory|type,itemBulkStatusSchema (src/lib/validators/items.ts)|itemSchema (src/lib/validators/items.ts),companyId|ids|status,400|401|403|409,json,src/app/api/items/route.ts
items,PATCH,/api/items,Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,,category|companyId|lowStock|q|status|taxCategoryId|trackInventory|type,itemBulkStatusSchema (src/lib/validators/items.ts)|itemSchema (src/lib/validators/items.ts),companyId|ids|status,400|401|403|409,json,src/app/api/items/route.ts
items,POST,/api/items,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,category|companyId|lowStock|q|status|taxCategoryId|trackInventory|type,itemBulkStatusSchema (src/lib/validators/items.ts)|itemSchema (src/lib/validators/items.ts),companyId|ids|status,400|401|403|409,json,src/app/api/items/route.ts
items,GET,/api/items/{itemId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,itemId,,itemSchema (src/lib/validators/items.ts)|itemUpdateSchema (src/lib/validators/items.ts),,400|401|403|404|409,json,src/app/api/items/[itemId]/route.ts
items,PUT,/api/items/{itemId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,itemId,,itemSchema (src/lib/validators/items.ts)|itemUpdateSchema (src/lib/validators/items.ts),,400|401|403|404|409,json,src/app/api/items/[itemId]/route.ts
items,GET,/api/items/{itemId}/adjustments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,itemId,,inventoryAdjustmentSchema (src/lib/validators/items.ts),companyId|note|quantity|reason|unit,400|401|403|404,json,src/app/api/items/[itemId]/adjustments/route.ts
items,POST,/api/items/{itemId}/adjustments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,itemId,,inventoryAdjustmentSchema (src/lib/validators/items.ts),companyId|note|quantity|reason|unit,400|401|403|404,json,src/app/api/items/[itemId]/adjustments/route.ts
items,GET,/api/items/{itemId}/attachments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,itemId,,itemAttachmentSchema (src/lib/validators/items.ts),companyId|content|contentType|name|size|storage|url,400|401|403|404,json,src/app/api/items/[itemId]/attachments/route.ts
items,POST,/api/items/{itemId}/attachments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,itemId,,itemAttachmentSchema (src/lib/validators/items.ts),companyId|content|contentType|name|size|storage|url,400|401|403|404,json,src/app/api/items/[itemId]/attachments/route.ts
items,DELETE,/api/items/{itemId}/attachments/{attachmentId},Delete or revoke data,session_cookie,requireCompanyRole,attachmentId|itemId,,,,400|401|403|404,json,src/app/api/items/[itemId]/attachments/[attachmentId]/route.ts
items,GET,/api/items/export,Export data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,csv|json,src/app/api/items/export/route.ts
items,GET,/api/items/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,itemImportSchema (src/lib/validators/items.ts)|itemSchema (src/lib/validators/items.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/items/import/route.ts
items,POST,/api/items/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,itemImportSchema (src/lib/validators/items.ts)|itemSchema (src/lib/validators/items.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/items/import/route.ts
journal-entries,GET,/api/journal-entries,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|endDate|startDate|status,manualJournalEntrySchema (src/lib/validators/journal-entries.ts),,400|401|403,json,src/app/api/journal-entries/route.ts
journal-entries,POST,/api/journal-entries,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|endDate|startDate|status,manualJournalEntrySchema (src/lib/validators/journal-entries.ts),,400|401|403,json,src/app/api/journal-entries/route.ts
journal-entries,DELETE,/api/journal-entries/{entryId},Delete or revoke data,session_cookie,requireCompanyRole,entryId,companyId,manualJournalEntryUpdateSchema (src/lib/validators/journal-entries.ts),,400|401|403|404,json,src/app/api/journal-entries/[entryId]/route.ts
journal-entries,PATCH,/api/journal-entries/{entryId},Update existing data,session_cookie,requireCompanyRole,entryId,companyId,manualJournalEntryUpdateSchema (src/lib/validators/journal-entries.ts),,400|401|403|404,json,src/app/api/journal-entries/[entryId]/route.ts
journal-entries,POST,/api/journal-entries/{entryId}/reverse,Create or execute action,session_cookie,requireCompanyRole,entryId,companyId,,,400|401|403|404,json,src/app/api/journal-entries/[entryId]/reverse/route.ts
leaves,GET,/api/leaves/adjustments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|employeeId|leaveTypeId,leaveAdjustmentSchema (src/lib/validators/leave.ts),amount|companyId|employeeId|leaveTypeId|reason,400|401|403,json,src/app/api/leaves/adjustments/route.ts
leaves,POST,/api/leaves/adjustments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|employeeId|leaveTypeId,leaveAdjustmentSchema (src/lib/validators/leave.ts),amount|companyId|employeeId|leaveTypeId|reason,400|401|403,json,src/app/api/leaves/adjustments/route.ts
leaves,GET,/api/leaves/balances,Read data,session_cookie,requireCompanyMembership,,companyId|employeeId|year,,,400|401|403|404,json,src/app/api/leaves/balances/route.ts
leaves,GET,/api/leaves/balances/export,Export data,session_cookie,requireCompanyMembership,,companyId|employeeId|year,,,400|401|403|404,csv|json,src/app/api/leaves/balances/export/route.ts
leaves,GET,/api/leaves/requests,Read data,session_cookie,requireCompanyMembership,,companyId|employeeId|status,leaveRequestSchema (src/lib/validators/leave.ts),companyId|employeeId|endDate|leaveTypeId|reason|startDate,400|401|403|404,json,src/app/api/leaves/requests/route.ts
leaves,POST,/api/leaves/requests,Create or execute action,session_cookie,requireCompanyMembership,,companyId|employeeId|status,leaveRequestSchema (src/lib/validators/leave.ts),companyId|employeeId|endDate|leaveTypeId|reason|startDate,400|401|403|404,json,src/app/api/leaves/requests/route.ts
leaves,PATCH,/api/leaves/requests/{requestId},Update existing data,session_cookie,requireCompanyMembership|requireCompanyRole,requestId,,leaveRequestUpdateSchema (src/lib/validators/leave.ts),companyId|reason|status,400|401|403|404,json,src/app/api/leaves/requests/[requestId]/route.ts
leaves,GET,/api/leaves/requests/export,Export data,session_cookie,requireCompanyMembership,,companyId|employeeId|status,,,400|401|403|404,csv|json,src/app/api/leaves/requests/export/route.ts
leaves,GET,/api/leaves/types,Read data,session_cookie,requireCompanyMembership|requireCompanyRole,,companyId,leaveTypeSchema (src/lib/validators/leave.ts),code|companyId|defaultAllowance|isPaid|name|requiresApproval|status,400|401|403|409,json,src/app/api/leaves/types/route.ts
leaves,POST,/api/leaves/types,Create or execute action,session_cookie,requireCompanyMembership|requireCompanyRole,,companyId,leaveTypeSchema (src/lib/validators/leave.ts),code|companyId|defaultAllowance|isPaid|name|requiresApproval|status,400|401|403|409,json,src/app/api/leaves/types/route.ts
leaves,DELETE,/api/leaves/types/{typeId},Delete or revoke data,session_cookie,requireCompanyRole,typeId,companyId,leaveTypeUpdateSchema (src/lib/validators/leave.ts),,400|401|403,json,src/app/api/leaves/types/[typeId]/route.ts
leaves,PATCH,/api/leaves/types/{typeId},Update existing data,session_cookie,requireCompanyRole,typeId,companyId,leaveTypeUpdateSchema (src/lib/validators/leave.ts),,400|401|403,json,src/app/api/leaves/types/[typeId]/route.ts
notification-preferences,GET,/api/notification-preferences,Read data,session_cookie,requireCompanyMembership,,companyId,updateSchema,channels|companyId|types,400|401|403,json,src/app/api/notification-preferences/route.ts
notification-preferences,PATCH,/api/notification-preferences,Update existing data,session_cookie,requireCompanyMembership,,companyId,updateSchema,channels|companyId|types,400|401|403,json,src/app/api/notification-preferences/route.ts
notifications,GET,/api/notifications,Read data,session_cookie,requireCompanyMembership,,companyId|status,,,400|401|403|500,json,src/app/api/notifications/route.ts
notifications,POST,/api/notifications,Create or execute action,session_cookie,requireCompanyMembership,,companyId|status,,,400|401|403|500,json,src/app/api/notifications/route.ts
notifications,PATCH,/api/notifications/{notificationId},Update existing data,session_cookie,,notificationId,,,,401|404,json,src/app/api/notifications/[notificationId]/route.ts
notifications,GET,/api/notifications/export,Export data,session_cookie,requireCompanyMembership,,companyId|status,,,401|403,csv|json,src/app/api/notifications/export/route.ts
notifications,POST,/api/notifications/mark-all-read,Create or execute action,session_cookie,requireCompanyMembership,,,,,401|403,json,src/app/api/notifications/mark-all-read/route.ts
notifications,GET,/api/notifications/preview,Read data,session_cookie,,,locale|type,,,400|401,json,src/app/api/notifications/preview/route.ts
notifications,POST,/api/notifications/test,Run connection or validation test,session_cookie,requireAdminAccess,,,schema,companyId|email|locale|type,400|401|403,json,src/app/api/notifications/test/route.ts
open-items,GET,/api/open-items,Read data,session_cookie,requireAccountingAccess,,companyId|partyId|partyType,,,400|401|403,json,src/app/api/open-items/route.ts
opening-balances,GET,/api/opening-balances,Read data,session_cookie,requireCompanyRole,,companyId,openingBalanceSchema (src/lib/validators/company.ts),asOfDate|companyId|entries,400|401|403,json,src/app/api/opening-balances/route.ts
opening-balances,PUT,/api/opening-balances,Update existing data,session_cookie,requireCompanyRole,,companyId,openingBalanceSchema (src/lib/validators/company.ts),asOfDate|companyId|entries,400|401|403,json,src/app/api/opening-balances/route.ts
opening-balances,GET,/api/opening-balances/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,importPayloadSchema (src/lib/validators/parties.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/opening-balances/import/route.ts
opening-balances,POST,/api/opening-balances/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,importPayloadSchema (src/lib/validators/parties.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/opening-balances/import/route.ts
payment-methods,GET,/api/payment-methods,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,paymentMethodSchema (src/lib/validators/payments.ts),code|companyId|defaultAccountId|name|status,400|401|403,json,src/app/api/payment-methods/route.ts
payment-methods,POST,/api/payment-methods,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,paymentMethodSchema (src/lib/validators/payments.ts),code|companyId|defaultAccountId|name|status,400|401|403,json,src/app/api/payment-methods/route.ts
payment-methods,PATCH,/api/payment-methods/{methodId},Update existing data,session_cookie,requireCompanyRole,methodId,,paymentMethodUpdateSchema (src/lib/validators/payments.ts),defaultAccountId|name|status,400|401|403|404,json,src/app/api/payment-methods/[methodId]/route.ts
payment-terms,GET,/api/payment-terms,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,paymentTermSchema (src/lib/validators/company.ts),companyId|days|name|status,400|401|403,json,src/app/api/payment-terms/route.ts
payment-terms,POST,/api/payment-terms,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,paymentTermSchema (src/lib/validators/company.ts),companyId|days|name|status,400|401|403,json,src/app/api/payment-terms/route.ts
payment-terms,PATCH,/api/payment-terms/{termId},Update existing data,session_cookie,requireCompanyRole,termId,,paymentTermUpdateSchema (src/lib/validators/company.ts),days|name|status,400|401|403|404,json,src/app/api/payment-terms/[termId]/route.ts
payments,GET,/api/payments/receipts,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|customerId|from|q|status|to,paymentReceiptSchema (src/lib/validators/payments.ts),accountId|allocations|companyId|currency|customerId|method|receiptDate|reference|totalAmount,400|401|403,json,src/app/api/payments/receipts/route.ts
payments,POST,/api/payments/receipts,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|customerId|from|q|status|to,paymentReceiptSchema (src/lib/validators/payments.ts),accountId|allocations|companyId|currency|customerId|method|receiptDate|reference|totalAmount,400|401|403,json,src/app/api/payments/receipts/route.ts
payments,GET,/api/payments/receipts/{receiptId},Read data,session_cookie,requireAccountingAccess,receiptId,,,,401|403|404,json,src/app/api/payments/receipts/[receiptId]/route.ts
payments,GET,/api/payments/receipts/export,Export data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,csv|json,src/app/api/payments/receipts/export/route.ts
payments,GET,/api/payments/transfers/export,Export data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,csv|json,src/app/api/payments/transfers/export/route.ts
payments,GET,/api/payments/vendor-payments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|from|q|status|to|vendorId,vendorPaymentSchema (src/lib/validators/payments.ts),accountId|allocations|companyId|currency|method|paymentDate|reference|totalAmount|vendorId,400|401|403,json,src/app/api/payments/vendor-payments/route.ts
payments,POST,/api/payments/vendor-payments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|from|q|status|to|vendorId,vendorPaymentSchema (src/lib/validators/payments.ts),accountId|allocations|companyId|currency|method|paymentDate|reference|totalAmount|vendorId,400|401|403,json,src/app/api/payments/vendor-payments/route.ts
payments,GET,/api/payments/vendor-payments/{paymentId},Read data,session_cookie,requireAccountingAccess,paymentId,,,,401|403|404,json,src/app/api/payments/vendor-payments/[paymentId]/route.ts
payments,GET,/api/payments/vendor-payments/export,Export data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,csv|json,src/app/api/payments/vendor-payments/export/route.ts
payroll,GET,/api/payroll/adjustments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|runId,payrollAdjustmentSchema (src/lib/validators/payroll.ts),amount|companyId|reason|runId|runItemId,400|401|403|404,json,src/app/api/payroll/adjustments/route.ts
payroll,POST,/api/payroll/adjustments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|runId,payrollAdjustmentSchema (src/lib/validators/payroll.ts),amount|companyId|reason|runId|runItemId,400|401|403|404,json,src/app/api/payroll/adjustments/route.ts
payroll,GET,/api/payroll/payslips/{runItemId}/export,Export data,session_cookie,requireHrAccess,runItemId,companyId|format|lang,,,400|401|403|404,csv|json|pdf,src/app/api/payroll/payslips/[runItemId]/export/route.ts
payroll,GET,/api/payroll/runs,Read data,session_cookie,requireCompanyRole|requireHrAccess,,companyId,payrollRunCreateSchema (src/lib/validators/payroll.ts),companyId|employeeIds|periodEnd|periodStart,400|401|403|409,json,src/app/api/payroll/runs/route.ts
payroll,POST,/api/payroll/runs,Create or execute action,session_cookie,requireCompanyRole|requireHrAccess,,companyId,payrollRunCreateSchema (src/lib/validators/payroll.ts),companyId|employeeIds|periodEnd|periodStart,400|401|403|409,json,src/app/api/payroll/runs/route.ts
payroll,GET,/api/payroll/runs/{runId},Read data,session_cookie,requireHrAccess,runId,companyId,,,400|401|403|404,json,src/app/api/payroll/runs/[runId]/route.ts
payroll,POST,/api/payroll/runs/{runId}/approve,Approve entity workflow state,session_cookie,requireCompanyRole,runId,,,,400|401|403|404,json,src/app/api/payroll/runs/[runId]/approve/route.ts
payroll,GET,/api/payroll/runs/{runId}/export,Export data,session_cookie,requireHrAccess,runId,companyId|format|lang,,,400|401|403|404,csv|json|pdf,src/app/api/payroll/runs/[runId]/export/route.ts
payroll,POST,/api/payroll/runs/{runId}/pay,Create or execute action,session_cookie,requireCompanyRole,runId,,payrollRunPaySchema (src/lib/validators/payroll.ts),companyId|paymentAccountId|paymentDate|paymentMethod,400|401|403|404,json,src/app/api/payroll/runs/[runId]/pay/route.ts
payroll,GET,/api/payroll/settings,Read data,session_cookie,requireCompanyRole|requireHrAccess,,companyId,payrollSettingsSchema (src/lib/validators/payroll.ts)|payrollSettingsUpdateSchema (src/lib/validators/payroll.ts),companyId|cycle|gosiEmployeeRate|gosiEmployerRate|gosiEnabled|incomeTaxEnabled|incomeTaxRate|latenessPenaltyPerMinute|overtimeMultiplier|paymentAccountId|payrollPayableAccountId|salaryDeductionsAccountId|salaryExpenseAccountId,400|401|403,json,src/app/api/payroll/settings/route.ts
payroll,PUT,/api/payroll/settings,Update existing data,session_cookie,requireCompanyRole|requireHrAccess,,companyId,payrollSettingsSchema (src/lib/validators/payroll.ts)|payrollSettingsUpdateSchema (src/lib/validators/payroll.ts),companyId|cycle|gosiEmployeeRate|gosiEmployerRate|gosiEnabled|incomeTaxEnabled|incomeTaxRate|latenessPenaltyPerMinute|overtimeMultiplier|paymentAccountId|payrollPayableAccountId|salaryDeductionsAccountId|salaryExpenseAccountId,400|401|403,json,src/app/api/payroll/settings/route.ts
positions,GET,/api/positions,Read data,session_cookie,requireCompanyRole|requireHrAccess,,companyId,positionSchema (src/lib/validators/hr.ts),,400|401|403|409,json,src/app/api/positions/route.ts
positions,POST,/api/positions,Create or execute action,session_cookie,requireCompanyRole|requireHrAccess,,companyId,positionSchema (src/lib/validators/hr.ts),,400|401|403|409,json,src/app/api/positions/route.ts
positions,GET,/api/positions/{positionId},Read data,session_cookie,requireCompanyRole|requireHrAccess,positionId,,positionSchema (src/lib/validators/hr.ts)|positionUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404|409,json,src/app/api/positions/[positionId]/route.ts
positions,PATCH,/api/positions/{positionId},Update existing data,session_cookie,requireCompanyRole|requireHrAccess,positionId,,positionSchema (src/lib/validators/hr.ts)|positionUpdateSchema (src/lib/validators/hr.ts),,400|401|403|404|409,json,src/app/api/positions/[positionId]/route.ts
positions,GET,/api/positions/export,Export data,session_cookie,requireHrAccess,,companyId,,,400|401|403,csv|json,src/app/api/positions/export/route.ts
reconciliation,POST,/api/reconciliation/auto-match,Create or execute action,session_cookie,requireCompanyRole,,,reconciliationMatchSchema (src/lib/validators/payments.ts),accountId|companyId,400|401|403,json,src/app/api/reconciliation/auto-match/route.ts
reconciliation,GET,/api/reconciliation/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,reconciliationImportSchema (src/lib/validators/payments.ts),accountId|companyId|lines,400|401|403,csv|json,src/app/api/reconciliation/import/route.ts
reconciliation,POST,/api/reconciliation/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,reconciliationImportSchema (src/lib/validators/payments.ts),accountId|companyId|lines,400|401|403,csv|json,src/app/api/reconciliation/import/route.ts
reconciliation,GET,/api/reconciliation/lines,Read data,session_cookie,requireAccountingAccess,,accountId|companyId,,,400|401|403,json,src/app/api/reconciliation/lines/route.ts
reconciliation,PATCH,/api/reconciliation/lines/{lineId},Update existing data,session_cookie,requireCompanyRole,lineId,,updateSchema,matchedCashTransactionId|status,400|401|403|404,json,src/app/api/reconciliation/lines/[lineId]/route.ts
recurring-invoices,GET,/api/recurring-invoices,Read data,session_cookie,requireCompanyRole,,companyId,schema,companyId|customerId|frequency|nextRunDate|template,400|401|403,json,src/app/api/recurring-invoices/route.ts
recurring-invoices,POST,/api/recurring-invoices,Create or execute action,session_cookie,requireCompanyRole,,companyId,schema,companyId|customerId|frequency|nextRunDate|template,400|401|403,json,src/app/api/recurring-invoices/route.ts
recurring-invoices,DELETE,/api/recurring-invoices/{recurringId},Delete or revoke data,session_cookie,requireCompanyRole,recurringId,,schema,frequency|nextRunDate|status|template,400|401|403|404,json,src/app/api/recurring-invoices/[recurringId]/route.ts
recurring-invoices,GET,/api/recurring-invoices/{recurringId},Read data,session_cookie,requireCompanyRole,recurringId,,schema,frequency|nextRunDate|status|template,400|401|403|404,json,src/app/api/recurring-invoices/[recurringId]/route.ts
recurring-invoices,PATCH,/api/recurring-invoices/{recurringId},Update existing data,session_cookie,requireCompanyRole,recurringId,,schema,frequency|nextRunDate|status|template,400|401|403|404,json,src/app/api/recurring-invoices/[recurringId]/route.ts
recurring-invoices,POST,/api/recurring-invoices/run,Create or execute action,session_cookie,requireCompanyRole,,,,,400|401|403,json,src/app/api/recurring-invoices/run/route.ts
register,POST,/api/register,Create or execute action,public_or_system,,,,,,400|500,json,src/app/api/register/route.ts
reports,GET,/api/reports/balance-sheet,Generate report data,session_cookie,requireReportAccess,,asOfDate|companyId,,,400|401|403,json,src/app/api/reports/balance-sheet/route.ts
reports,GET,/api/reports/balance-sheet/export,Export data,session_cookie,requireReportAccess,,asOfDate|companyId|format,,,400|401|403,csv|json|pdf,src/app/api/reports/balance-sheet/export/route.ts
reports,GET,/api/reports/cash-flow,Generate report data,session_cookie,requireReportAccess,,companyId|endDate|startDate,,,400|401|403,json,src/app/api/reports/cash-flow/route.ts
reports,GET,/api/reports/cash-flow/export,Export data,session_cookie,requireReportAccess,,companyId|endDate|format|startDate,,,400|401|403,csv|json|pdf,src/app/api/reports/cash-flow/export/route.ts
reports,GET,/api/reports/exports,Export data,session_cookie,requireReportAccess,,companyId|endDate|format|limit|reportType|startDate|userId,,,400|401|403,json,src/app/api/reports/exports/route.ts
reports,GET,/api/reports/general-ledger,Generate report data,session_cookie,requireReportAccess,,accountId|companyId|endDate|startDate,,,400|401|403,json,src/app/api/reports/general-ledger/route.ts
reports,GET,/api/reports/general-ledger/export,Export data,session_cookie,requireReportAccess,,accountId|companyId|endDate|format|startDate,,,400|401|403,csv|json|pdf,src/app/api/reports/general-ledger/export/route.ts
reports,GET,/api/reports/profit-loss,Generate report data,session_cookie,requireReportAccess,,companyId|compareEndDate|compareStartDate|endDate|startDate,,,400|401|403,json,src/app/api/reports/profit-loss/route.ts
reports,GET,/api/reports/profit-loss/export,Export data,session_cookie,requireReportAccess,,companyId|compareEndDate|compareStartDate|endDate|format|startDate,,,400|401|403,csv|json|pdf,src/app/api/reports/profit-loss/export/route.ts
reports,GET,/api/reports/trial-balance,Generate report data,session_cookie,requireReportAccess,,companyId|compareEndDate|compareStartDate|endDate|startDate,,,400|401|403,json,src/app/api/reports/trial-balance/route.ts
reports,GET,/api/reports/trial-balance/export,Export data,session_cookie,requireReportAccess,,companyId|compareEndDate|compareStartDate|endDate|format|startDate,,,400|401|403,csv|json|pdf,src/app/api/reports/trial-balance/export/route.ts
security,GET,/api/security/mfa,Read data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,json,src/app/api/security/mfa/route.ts
security,POST,/api/security/mfa/disable,Create or execute action,session_cookie,requireAdminAccess,,,,,400|401|403|409,json,src/app/api/security/mfa/disable/route.ts
security,POST,/api/security/mfa/enroll,Create or execute action,session_cookie,requireAdminAccess,,,,,400|401|403|409,json,src/app/api/security/mfa/enroll/route.ts
security,POST,/api/security/mfa/verify,Create or execute action,session_cookie,requireAdminAccess,,,,,400|401|403|409,json,src/app/api/security/mfa/verify/route.ts
setup,POST,/api/setup/bootstrap,Create or execute action,public_or_system,,,,bootstrapSchema (src/lib/validators/auth.ts),adminName|companyName|email|password,400|409,json,src/app/api/setup/bootstrap/route.ts
setup,GET,/api/setup/status,Read data,public_or_system,,,,,,200,json,src/app/api/setup/status/route.ts
support,GET,/api/support/tickets,Read data,session_cookie,requireCompanyMembership,,companyId,supportTicketSchema (src/lib/validators/support.ts),category|companyId|locale|message|priority|subject,400|401|403,json,src/app/api/support/tickets/route.ts
support,POST,/api/support/tickets,Create or execute action,session_cookie,requireCompanyMembership,,companyId,supportTicketSchema (src/lib/validators/support.ts),category|companyId|locale|message|priority|subject,400|401|403,json,src/app/api/support/tickets/route.ts
support,PATCH,/api/support/tickets/{ticketId},Update existing data,session_cookie,requireAdminAccess|requireCompanyMembership,ticketId,,supportTicketUpdateSchema (src/lib/validators/support.ts),status,400|401|403|404,json,src/app/api/support/tickets/[ticketId]/route.ts
support,GET,/api/support/tickets/export,Export data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,csv|json,src/app/api/support/tickets/export/route.ts
tax-categories,GET,/api/tax-categories,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,taxCategorySchema (src/lib/validators/company.ts),companyId|name|rate|status|type,400|401|403,json,src/app/api/tax-categories/route.ts
tax-categories,POST,/api/tax-categories,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,taxCategorySchema (src/lib/validators/company.ts),companyId|name|rate|status|type,400|401|403,json,src/app/api/tax-categories/route.ts
tax-categories,PATCH,/api/tax-categories/{categoryId},Update existing data,session_cookie,requireCompanyRole,categoryId,,taxCategoryUpdateSchema (src/lib/validators/company.ts),name|rate|status|type,400|401|403|404,json,src/app/api/tax-categories/[categoryId]/route.ts
telemetry,POST,/api/telemetry/event,Create or execute action,session_cookie,,,,schema,companyId|metadata|name,400|401,json,src/app/api/telemetry/event/route.ts
transfers,GET,/api/transfers,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|from|fromAccountId|q|to|toAccountId,transferSchema (src/lib/validators/payments.ts),amount|companyId|fromAccountId|memo|reference|toAccountId|transferDate,400|401|403,json,src/app/api/transfers/route.ts
transfers,POST,/api/transfers,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|from|fromAccountId|q|to|toAccountId,transferSchema (src/lib/validators/payments.ts),amount|companyId|fromAccountId|memo|reference|toAccountId|transferDate,400|401|403,json,src/app/api/transfers/route.ts
transfers,GET,/api/transfers/{transferId},Read data,session_cookie,requireAccountingAccess,transferId,,,,401|403|404,json,src/app/api/transfers/[transferId]/route.ts
uploads,POST,/api/uploads/signature,Create or execute action,session_cookie,,,,,,401|500,json,src/app/api/uploads/signature/route.ts
users,GET,/api/users,Read data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,json,src/app/api/users/route.ts
users,DELETE,/api/users/{userId},Delete or revoke data,session_cookie,requireAdminAccess,userId,,removeSchema|updateSchema,companyId|role,400|401|403|404,json,src/app/api/users/[userId]/route.ts
users,PATCH,/api/users/{userId},Update existing data,session_cookie,requireAdminAccess,userId,,removeSchema|updateSchema,companyId|role,400|401|403|404,json,src/app/api/users/[userId]/route.ts
users,GET,/api/users/export,Export data,session_cookie,requireAdminAccess,,companyId,,,400|401|403,csv|json,src/app/api/users/export/route.ts
vat,GET,/api/vat/adjustments,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|periodId,vatAdjustmentSchema (src/lib/validators/company.ts),amount|companyId|periodId|reason|type,400|401|403|404,json,src/app/api/vat/adjustments/route.ts
vat,POST,/api/vat/adjustments,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|periodId,vatAdjustmentSchema (src/lib/validators/company.ts),amount|companyId|periodId|reason|type,400|401|403|404,json,src/app/api/vat/adjustments/route.ts
vat,GET,/api/vat/periods,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,vatPeriodSchema (src/lib/validators/company.ts),companyId|endDate|frequency|name|startDate,400|401|403|409,json,src/app/api/vat/periods/route.ts
vat,POST,/api/vat/periods,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId,vatPeriodSchema (src/lib/validators/company.ts),companyId|endDate|frequency|name|startDate,400|401|403|409,json,src/app/api/vat/periods/route.ts
vat,PATCH,/api/vat/periods/{periodId},Update existing data,session_cookie,requireCompanyRole,periodId,,vatPeriodUpdateSchema (src/lib/validators/company.ts),status,400|401|403|404,json,src/app/api/vat/periods/[periodId]/route.ts
vat,POST,/api/vat/periods/generate,Create or execute action,session_cookie,requireCompanyRole,,,vatPeriodGenerateSchema (src/lib/validators/company.ts),companyId|frequency|year,400|401|403|409,json,src/app/api/vat/periods/generate/route.ts
vat,GET,/api/vat/report,Generate report data,session_cookie,requireReportAccess,,companyId|endDate|periodId|startDate,,,400|401|403|404,json,src/app/api/vat/report/route.ts
vat,GET,/api/vat/report/export,Export data,session_cookie,requireReportAccess,,companyId|format|periodId,,,400|401|403|404,csv|json|pdf,src/app/api/vat/report/export/route.ts
